10001,113
10002,250
10003,161
10004,16
10005,25
10006,6
10007,26
10009,181
10010,101
10011,222
10012,68
10013,122
10014,140
10016,288
10017,45
10018,66
10019,187
10021,211
10022,123
10023,190
10024,204
10025,252
10026,126
10027,170
10028,189
10029,290
10030,106
10031,217
10032,308
10033,264
10034,108
10035,147
10036,116
10037,109
10038,76
10039,116
10040,208
10044,49
10065,121
10069,24
10075,160
10128,212
10280,17
10282,21
10301,175
10302,61
10303,106
10304,289
10305,178
10306,278
10307,67
10308,146
10309,170
10310,97
10312,336
10314,452
10451,337
10452,367
10453,386
10454,174
10455,176
10456,355
10457,306
10458,332
10459,227
10460,255
10461,376
10462,377
10463,253
10464,25
10465,267
10466,362
10467,638
10468,397
10469,470
10470,83
10471,104
10472,302
10473,304
10474,55
10475,255
11429,163
11004,121
11101,148
11102,105
11103,104
11104,85
11105,104
11106,144
11109,13
11201,204
11203,343
11204,534
11205,182
11206,329
11207,332
11208,350
11209,209
11210,386
11211,601
11212,254
11213,394
11214,251
11215,178
11216,162
11217,130
11218,350
11219,771
11220,264
11221,260
11222,96
11223,346
11224,133
11225,267
11226,344
11228,101
11229,316
11230,631
11231,127
11232,85
11233,225
11234,364
11235,348
11236,416
11237,184
11238,183
11239,85
11357,162
11354,134
11355,213
11356,110
11358,119
11360,59
11361,85
11362,64
11363,27
11364,113
11365,166
11366,106
11367,318
11368,947
11369,331
11370,378
11372,492
11373,831
11374,319
11375,418
11377,364
11378,156
11379,195
11385,425
11411,151
11412,245
11413,261
11414,162
11415,149
11416,117
11417,173
11418,216
11419,182
11420,223
11421,202
11422,211
11423,164
11426,101
11427,181
11428,112
11434,358
11432,405
11433,155
11435,293
11436,100
11691,436
11692,110
11693,86
11694,143
11697,25
10001,136
10002,317
10003,191
10004,19
10005,28
10006,7
10007,28
10009,236
10010,118
10011,255
10012,77
10013,120
10014,163
10016,295
10017,59
10018,97
10019,226
10021,258
10022,148
10023,231
10024,255
10025,327
10026,166
10027,224
10028,220
10029,373
10030,135
10031,288
10032,389
10033,342
10034,152
10035,216
10036,150
10037,101
10038,93
10039,141
10040,256
10044,59
10065,158
10069,29
10075,188
10128,267
10280,19
10282,28
10301,235
10302,94
10303,144
10304,376
10305,258
10306,351
10307,93
10308,184
10309,215
10310,129
10312,418
10314,619
10451,336
10452,509
10453,527
10454,245
10455,233
10456,500
10457,427
10458,453
10459,309
10460,344
10461,444
10462,544
10463,327
10464,30
10465,389
10466,510
10467,836
10468,529
10469,683
10470,108
10471,130
10472,417
10473,437
10474,71
10475,360
11429,274
11004,173
11101,201
11102,153
11103,140
11104,136
11105,136
11106,182
11109,23
11201,236
11203,466
11204,712
11205,242
11206,411
11207,479
11208,520
11209,292
11210,524
11211,788
11212,395
11213,498
11214,347
11215,203
11216,210
11217,161
11218,499
11219,1037
11220,402
11221,335
11222,131
11223,474
11224,195
11225,353
11226,485
11228,158
11229,423
11230,848
11231,154
11232,141
11233,302
11234,531
11235,421
11236,618
11237,235
11238,253
11239,128
11357,230
11355,308
11354,205
11356,151
11358,158
11360,86
11361,118
11362,88
11363,33
11364,149
11365,229
11366,152
11367,403
11368,1245
11369,464
11370,510
11372,697
11373,841
11374,419
11375,559
11377,515
11378,198
11379,252
11385,606
11411,213
11412,348
11413,393
11414,220
11415,185
11416,161
11417,230
11418,293
11419,261
11420,339
11421,280
11422,303
11423,248
11426,141
11427,233
11428,167
11434,536
11432,448
11433,226
11435,409
11436,137
11691,616
11692,155
11693,116
11694,188
11697,30
10001,146
10002,341
10003,198
10004,20
10005,28
10006,7
10007,29
10009,253
10010,119
10011,267
10012,80
10013,122
10014,168
10016,311
10017,63
10018,103
10019,237
10021,271
10022,157
10023,245
10024,270
10025,357
10026,188
10027,250
10028,229
10029,421
10030,149
10031,314
10032,431
10033,366
10034,169
10035,233
10036,157
10037,108
10038,97
10039,147
10040,278
10044,63
10065,166
10069,29
10075,195
10128,275
10280,19
10282,30
10301,253
10302,103
10303,159
10304,397
10305,280
10306,365
10307,99
10308,197
10309,230
10310,142
10312,442
10314,663
10451,370
10452,542
10453,573
10454,273
10455,257
10456,548
10457,483
10458,495
10459,340
10460,371
10461,496
10462,597
10463,367
10464,30
10465,426
10466,548
10467,889
10468,585
10469,755
10470,111
10471,136
10472,448
10473,472
10474,77
10475,394
11429,296
11004,194
11101,214
11102,166
11103,152
11104,152
11105,157
11106,194
11109,24
11201,249
11203,499
11204,746
11205,254
11206,444
11207,524
11208,571
11209,321
11210,554
11211,829
11212,434
11213,520
11214,369
11215,217
11216,222
11217,177
11218,542
11219,1088
11220,440
11221,358
11222,140
11223,508
11224,210
11225,376
11226,523
11228,169
11229,445
11230,903
11231,161
11232,155
11233,325
11234,574
11235,459
11236,676
11237,258
11238,272
11239,137
11357,240
11355,333
11354,232
11356,160
11358,163
11360,94
11361,130
11362,88
11363,38
11364,158
11365,248
11366,165
11367,425
11368,1337
11369,504
11370,540
11372,747
11373,903
11374,460
11375,613
11377,563
11378,219
11379,260
11385,639
11411,246
11412,386
11413,420
11414,238
11415,198
11416,183
11417,241
11418,308
11419,290
11420,365
11421,305
11422,331
11423,262
11426,155
11427,258
11428,179
11434,584
11432,471
11433,239
11435,441
11436,148
11691,660
11692,169
11693,120
11694,201
11697,31
10001,158
10002,360
10003,210
10004,20
10005,29
10006,7
10007,29
10009,262
10010,121
10011,278
10012,85
10013,124
10014,178
10016,324
10017,65
10018,106
10019,244
10021,282
10022,159
10023,251
10024,283
10025,377
10026,197
10027,267
10028,237
10029,461
10030,164
10031,340
10032,448
10033,391
10034,178
10035,254
10036,160
10037,121
10038,101
10039,155
10040,294
10044,64
10065,171
10069,29
10075,204
10128,281
10280,20
10282,32
10301,278
10302,120
10303,174
10304,419
10305,298
10306,404
10307,109
10308,214
10309,246
10310,161
10312,462
10314,712
10451,392
10452,584
10453,619
10454,294
10455,274
10456,619
10457,533
10458,541
10459,363
10460,397
10461,536
10462,632
10463,402
10464,35
10465,461
10466,588
10467,941
10468,625
10469,795
10470,121
10471,149
10472,469
10473,518
10474,83
10475,424
11429,322
11004,200
11101,232
11102,186
11103,168
11104,160
11105,166
11106,206
11109,25
11201,259
11203,553
11204,789
11205,270
11206,477
11207,554
11208,608
11209,348
11210,583
11211,859
11212,469
11213,554
11214,403
11215,239
11216,240
11217,196
11218,574
11219,1136
11220,455
11221,384
11222,148
11223,529
11224,235
11225,394
11226,553
11228,179
11229,470
11230,946
11231,169
11232,169
11233,356
11234,624
11235,487
11236,728
11237,274
11238,283
11239,157
11357,260
11355,365
11354,257
11356,177
11358,172
11360,97
11361,145
11362,91
11363,42
11364,164
11365,268
11366,176
11367,447
11368,1446
11369,547
11370,573
11372,806
11373,983
11374,479
11375,653
11377,620
11378,232
11379,276
11385,668
11411,271
11412,423
11413,460
11414,252
11415,205
11416,204
11417,254
11418,329
